parameter_id,IMPC_ABR_004_001
parameter_name,6kHz-evoked ABR Threshold
mouse_life_stage,Early adult
pvalue,0.9153632
gene_symbol,Nr0b2
mouse_strain,B6J
analysis_id,9825pg4zg8181je
gene_accession_id,MGI:1346344
