parameter_id,JAXLA_OFD_009_001
analysis_id,4zy7pa45a46vr3o
gene_accession_id,MGI:1913483
gene_symbol,Dmap1
pvalue,0.4932126
parameter_name,Whole arena average speed
mouse_life_stage,E12.5
mouse_strain,C57BL
