parameter_id,IMPC_XRY_002_001
parameter_name,Zygomatic bone
mouse_life_stage,Early adult
gene_accession_id,MGI:1913405
analysis_id,51rxtw71tb33dzb
mouse_strain,C57BL
pvalue,0.9372892
gene_symbol,Ufc1
