gene_symbol,Slc45a3
analysis_id,b13qnnxz8g15nt0
mouse_strain,C57BL
gene_accession_id,MGI:1922082
parameter_name,Body Weight
mouse_life_stage,Early adult
parameter_id,M-G-P_012_001_005
pvalue,0.9773348
