parameter_id,IMPC_GEL_057_001
gene_accession_id,MGI:2684980
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Mms22l
pvalue,0.1877508
parameter_name,Heart looping
analysis_id,89p13y1x7765309
