gene_symbol,F2
mouse_strain,C57BL
pvalue,0.2356167
gene_accession_id,MGI:88380
mouse_life_stage,Early adult
analysis_id,0qxxhxx00441e0o
parameter_id,JAX_LDT_004_001
parameter_name,Dark side time spent
