gene_symbol,Ola1
parameter_name,HDL-cholesterol
parameter_id,HMGULA_CBC_016_001
mouse_life_stage,E18.5
mouse_strain,C57BL
analysis_id,ok3r7933a5jdy70
pvalue,0.7180344
gene_accession_id,MGI:1914309
