gene_symbol,Bpifa3
analysis_id,voi28xsy9vb348y
pvalue,0.9847545
mouse_strain,C57BL
gene_accession_id,MGI:1920638
parameter_id,MGP_IMM_048_001
parameter_name,Follicular B cells - % of B2 cells
mouse_life_stage,Early adult
