gene_symbol,Dnaaf9
parameter_id,HMGULA_CBC_003_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1923029
parameter_name,Chloride
mouse_strain,C57BL
analysis_id,50ur8514iltta4q
pvalue,0.623563
