parameter_id,ESLIM_014_001_008
analysis_id,t821u00rb14j6a4
parameter_name,Cornea vascularisation
gene_accession_id,MGI:1914256
gene_symbol,Cisd2
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.0001020787
