parameter_id,JAXLA_DXA_007_001
mouse_strain,C57BL
analysis_id,pnm8200u4xu92sn
gene_accession_id,MGI:1276578
parameter_name,BMC/Body weight
pvalue,0.9020663
mouse_life_stage,Early adult
gene_symbol,Gfi1b
