gene_symbol,Zmynd8
parameter_name,Red blood cell count
gene_accession_id,MGI:1918025
mouse_strain,129SV
pvalue,0.6346837
parameter_id,IMPC_HEM_002_001
mouse_life_stage,Early adult
analysis_id,4x17lykk62q2287
