parameter_name,Tibia length
mouse_strain,C57BL
pvalue,0.6667637
analysis_id,5eai428ejfts967
gene_accession_id,MGI:1341628
parameter_id,TCPLA_XRY_033_001
gene_symbol,Atrn
mouse_life_stage,Early adult
