parameter_id,IMPC_HEM_005_001
mouse_life_stage,Early adult
parameter_name,Mean cell volume
mouse_strain,C57BL
pvalue,0.7366778
gene_symbol,Tatdn3
analysis_id,0z1cd96l194b25v
gene_accession_id,MGI:1916222
