mouse_life_stage,E9.5
parameter_id,IMPC_XRY_067_001
analysis_id,44z6q254ez31eh5
mouse_strain,C50BL
pvalue,0.7360607
gene_accession_id,MGI:97838
parameter_name,Caudal processes
gene_symbol,Eprs1
