gene_symbol,Cds2
parameter_name,HDL-cholesterol
mouse_life_stage,Early adult
analysis_id,6z2f891043ys599
gene_accession_id,MGI:1332236
parameter_id,IMPC_CBC_016_001
pvalue,0.07632027
mouse_strain,C57BL
