parameter_name,Distance travelled - total
parameter_id,IMPC_OFD_020_001
mouse_strain,C57BL
gene_accession_id,MGI:108072
pvalue,0.457453
analysis_id,8c152j7ctyw9005
mouse_life_stage,Early adult
gene_symbol,Traf6
