gene_symbol,Sass6
analysis_id,u5y6t2fa870j5vb
mouse_life_stage,E9.5
mouse_strain,C57BL
pvalue,0.8796121
parameter_name,Hindlimbs - size
gene_accession_id,MGI:1920026
parameter_id,JAXLA_CSD_022_001
