gene_symbol,Fgb
mouse_strain,C57BL
gene_accession_id,MGI:99501
pvalue,0.9026942
mouse_life_stage,Early adult
parameter_id,MGP_PBI_001_001
analysis_id,mrb51sf22wt6f2i
parameter_name,Total T cell percentage
