mouse_life_stage,Late adult
mouse_strain,C57BL
analysis_id,b2s345368kns2hd
gene_accession_id,MGI:2441730
pvalue,0.2356237
parameter_name,Tibia length
parameter_id,IMPC_XRY_033_001
gene_symbol,Tbl1xr1
