gene_symbol,Dmap1
mouse_life_stage,Early adult
pvalue,0.07311799
analysis_id,s09xg1g2770z1gg
parameter_id,ESLIM_011_001_002
mouse_strain,C57BL
gene_accession_id,MGI:1913483
parameter_name,PP1 startle magnitude
