mouse_life_stage,E12.5
gene_symbol,Bcs1l
analysis_id,c69b3xu26r5x67g
gene_accession_id,MGI:1914071
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
parameter_id,JAXLA_GRS_011_001
pvalue,0.5252919
mouse_strain,C57BL
