parameter_id,IMPC_ECG_005_001
analysis_id,0iu67airmi0b5tv
pvalue,0.4613791
gene_accession_id,MGI:2181659
gene_symbol,Tox
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,PQ
