parameter_id,IMPC_GEL_017_002
parameter_name,Pale yolk sac
mouse_strain,C57BL
pvalue,0.6782482
analysis_id,x767cyq60wj6jy0
gene_accession_id,MGI:1920344
mouse_life_stage,Early adult
gene_symbol,Sgip1
