parameter_id,M-G-P_006_001_026
parameter_name,Fusion of vertebrae
pvalue,0.8860216
gene_accession_id,MGI:2441730
analysis_id,22060wre5hq62h9
mouse_life_stage,Early adult
gene_symbol,Tbl1xr1
mouse_strain,C57BL
