parameter_name,Startle response
gene_symbol,Ddx27
analysis_id,1j7sy557g1sd300
mouse_life_stage,Early adult
gene_accession_id,MGI:2385884
pvalue,0.1865973
mouse_strain,C57BL
parameter_id,IMPC_CSD_036_001
