gene_symbol,Ola1
analysis_id,g02m538tfwn0t32
parameter_id,MGP_PBI_004_001
gene_accession_id,MGI:1914309
mouse_life_stage,E18.5
parameter_name,CD8+ alpha beta T cell percentage
mouse_strain,C57BL
pvalue,0.9511045
