parameter_id,JAXLA_CSD_023_001
gene_symbol,Sgip1
parameter_name,Vibrissae - presence
pvalue,0.6470523
mouse_strain,C57BL
gene_accession_id,MGI:1920344
analysis_id,gt9jylt3v89kfs7
mouse_life_stage,Early adult
