parameter_name,Periphery resting time
gene_symbol,Nipal3
parameter_id,IMPC_OFD_011_001
gene_accession_id,MGI:1921802
mouse_strain,129SV
mouse_life_stage,Early adult
pvalue,0.5780826
analysis_id,g03032zh57a93pt
