parameter_id,MGP_IMM_033_001
gene_symbol,Trp53rkb
mouse_life_stage,Early adult
gene_accession_id,MGI:1914050
mouse_strain,C57BL
parameter_name,Total NK cells - % of CD45+
pvalue,0.7366518
analysis_id,si45is6dov40xe8
