Parameter_id,JAXLA_DXA_009_001
mouse_life_stage,Early adult
Pvalue,0.4552006
Gene_symbol,Dcaf10
Mouse_strain,C53BL
Analysis_id,9509o9c1b4xc476
Gene_accession_id,MGI:2140179
Parameter_name,Fat/Body weight
