gene_symbol,Hspa5
mouse_life_stage,E9.5
pvalue,0.7366289
parameter_id,IMPC_FEA_003_001
mouse_strain,C57BL
parameter_name,Conditioning Baseline % Freezing Time
analysis_id,1e687b9t9lz2wr3
gene_accession_id,MGI:95835
