gene_symbol,Arpc2
gene_accession_id,MGI:1923959
pvalue,0.9128334
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_CSD_008_001
parameter_name,Startle response
analysis_id,6j59518r98rku9m
