parameter_id,M-G-P_009_001_003
pvalue,0.1900265
analysis_id,9e018pq509lx367
parameter_name,Body weight
mouse_life_stage,Late adult
gene_accession_id,MGI:2140475
mouse_strain,C58BL
gene_symbol,AU040320
