parameter_id,IMPC_ECH_008_001
gene_symbol,Frmpd1
pvalue,0.1803265
gene_accession_id,MGI:2446274
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
analysis_id,49j5rr647t4ogad
parameter_name,LVIDd
