mouse_strain,C57BL
gene_symbol,Ints7
parameter_id,IMPC_XRY_059_001
mouse_life_stage,E9.5
gene_accession_id,MGI:1924315
pvalue,0.5158668
parameter_name,Shape of ribcage
analysis_id,ek854fz4904w7g0
