gene_symbol,Hpca
analysis_id,3j9616383k85511
mouse_strain,C57BL
gene_accession_id,MGI:1336200
parameter_name,Stroke Volume
mouse_life_stage,Late adult
pvalue,0.7556494
parameter_id,IMPC_ECH_003_001
