gene_symbol,Jun
mouse_life_stage,E9.5
parameter_id,M-G-P_005_001_004
gene_accession_id,MGI:96646
pvalue,0.2380153
mouse_strain,C57BL
analysis_id,94x6jf62p9x2m33
parameter_name,Bone Mineral Density (excluding skull)
