gene_symbol,Tiprl
mouse_life_stage,E9.5
analysis_id,5013udi9gj4i98l
gene_accession_id,MGI:1915087
parameter_id,M-G-P_014_001_010
pvalue,0.1337844
parameter_name,lens opacity
mouse_strain,C57BL
