gene_symbol,Hpca
gene_accession_id,MGI:1336200
pvalue,0.9274181
parameter_name,Resting NK cells - % of NK cells
mouse_life_stage,Late adult
mouse_strain,C57BL
analysis_id,62zvd073222n942
parameter_id,MGP_MLN_033_001
