parameter_id,IMPC_GEO_009_002
gene_symbol,Dmap1
pvalue,0.2351888
gene_accession_id,MGI:1913483
parameter_name,Hemorrhage
analysis_id,2g7870523im3jqh
mouse_strain,C57BL
mouse_life_stage,Early adult
