gene_symbol,Bcs1l
parameter_id,IMPC_EYE_008_001
gene_accession_id,MGI:1914071
pvalue,0.2363687
analysis_id,395861qhfxr2i4e
parameter_name,Corneal opacity
mouse_strain,C57BL
mouse_life_stage,Early adult
