parameter_id,IMPC_ACS_033_001
gene_accession_id,MGI:97054
pvalue,0.4923149
mouse_life_stage,Early adult
parameter_name,% Pre-pulse inhibition - PPI1
analysis_id,80ffs154x82r13e
mouse_strain,C57BL
gene_symbol,Mov10
