gene_symbol,Cdin1
mouse_life_stage,Early adult
pvalue,0.3115508
parameter_id,UCD_OWT_003_001
mouse_strain,C57BL
parameter_name,Spleen weight
gene_accession_id,MGI:3026886
analysis_id,ljta6ks88160nx5
