parameter_name,Snout size
analysis_id,wy050567hc3dt11
mouse_strain,C57BL
pvalue,0.3217668
gene_accession_id,MGI:105072
parameter_id,IMPC_CSD_028_001
gene_symbol,Rab22a
mouse_life_stage,Early adult
