parameter_id,IMPC_GEL_057_001
mouse_life_stage,Early adult
parameter_name,Heart looping
mouse_strain,C57BL
gene_accession_id,MGI:1921688
gene_symbol,Clvs1
analysis_id,13v1r2mv4d5286l
pvalue,0.7610729
