mouse_life_stage,Middle aged adult
gene_symbol,Hpca
pvalue,0.8674774
parameter_name,Mean cell volume
gene_accession_id,MGI:1336200
parameter_id,IMPC_HEM_005_001
analysis_id,d1v99y0ke7pr32x
mouse_strain,C57BL
