parameter_id,M-G-P_016_001_001
parameter_name,White blood cell-count
gene_accession_id,MGI:1914561
mouse_life_stage,Early adult
pvalue,0.5228313
gene_symbol,Nanp
mouse_strain,C57BL
analysis_id,77i38nr615b71q0
