gene_symbol,Mapkap1
gene_accession_id,MGI:2444554
mouse_life_stage,E15.5
pvalue,0.09419507
parameter_name,Center average speed
analysis_id,mp9240g85vi0ohh
mouse_strain,C57BL
parameter_id,JAX_OFD_017_001
