parameter_id,IMPC_OFD_012_001
gene_symbol,Lime1
parameter_name,Periphery permanence time
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1919949
analysis_id,7t89c3okw5u1xk7
pvalue,0.2308722
