parameter_id,HRWLLA_OFD_020_001
mouse_life_stage,Early adult
parameter_name,Distance travelled - total
mouse_strain,C57BL
analysis_id,b9gm3ddg1zq99f0
gene_symbol,Slc45a3
pvalue,0.9423047
gene_accession_id,MGI:1922082
