parameter_id,ESLIM_011_001_705
parameter_name,Global prepulse inhibition
gene_symbol,Cisd2
mouse_strain,C57BL
pvalue,0.5901263
gene_accession_id,MGI:1914256
analysis_id,320283aom8jfel5
mouse_life_stage,Early adult
