parameter_id,IMPC_GEP_076_001
gene_accession_id,MGI:1914561
analysis_id,58zm017z9wn6kd8
pvalue,0.6035671
gene_symbol,Nanp
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Cleft palate
