parameter_name,BMC/Body weight
mouse_strain,C57BL
gene_accession_id,MGI:1914672
analysis_id,i8993794b4qv881
parameter_id,JAXLA_DXA_007_001
pvalue,0.1990761
gene_symbol,Dhdds
mouse_life_stage,Early adult
