gene_symbol,Maco1
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,IMPC_IMM_005_002
analysis_id,wisi56qqvf65143
parameter_name,NK cells (Panel A) - % of live leukocytes (Panel A)
gene_accession_id,MGI:1913396
pvalue,0.8941118
