gene_symbol,Slc17a9
mouse_life_stage,Early adult
gene_accession_id,MGI:1919107
analysis_id,573ef2d34r32849
parameter_name,Total T cells - % of CD45+
mouse_strain,C57BL
pvalue,0.2631874
parameter_id,MGP_IMM_001_001
