gene_symbol,Fpgs
mouse_life_stage,Early adult
pvalue,0.999146
parameter_id,MGP_PBI_018_001
gene_accession_id,MGI:95576
mouse_strain,C57BL
parameter_name,Ly6Clow monocyte percentage
analysis_id,69g5wav672o6hul
