parameter_name,Tremor
pvalue,0.3535323
mouse_life_stage,Early adult
gene_symbol,Nipal3
parameter_id,TCPLA_CSD_030_001
mouse_strain,129SV
gene_accession_id,MGI:1921802
analysis_id,4q70w33x6u1f2h7
