gene_symbol,Orc2
gene_accession_id,MGI:1328306
parameter_id,IMPC_IMM_025_001
parameter_name,DN CD25- NKT cells
analysis_id,583zeuht7j7a850
pvalue,0.1325077
mouse_life_stage,E9.5
mouse_strain,C57BL
