mouse_strain,C57BL
parameter_name,Total Treg cells - % of CD45+
mouse_life_stage,Early adult
pvalue,0.05809243
parameter_id,MGP_IMM_076_001
analysis_id,oz40tb5b91m5p47
gene_accession_id,MGI:1915678
gene_symbol,Steap3
