gene_symbol,Ufc1
pvalue,0.2146503
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,IMPC_EYE_007_001
gene_accession_id,MGI:1913405
parameter_name,Cornea
analysis_id,55666ahby009w10
