gene_symbol,Ahcy
analysis_id,3u6h1yovzsiame1
mouse_life_stage,E12.5
pvalue,0.8426297
parameter_name,QT
gene_accession_id,MGI:87968
parameter_id,IMPC_ECG_028_001
mouse_strain,C57BL
