parameter_name,Periphery average speed
mouse_strain,C57BL
analysis_id,j6i0b6g24ba8pzl
mouse_life_stage,Early adult
gene_accession_id,MGI:88174
gene_symbol,Bmi1
parameter_id,ESLIM_007_001_009
pvalue,0.9573801
