mouse_strain,C57BL
parameter_id,MGP_IMM_078_001
pvalue,0.7092543
mouse_life_stage,Late adult
gene_accession_id,MGI:109128
analysis_id,5ofriuo8smy1w7u
parameter_name,Resting Treg cells - % of CD45+
gene_symbol,Hnf4a
